ProfitRatio,CustomerName,Discount%,OrderKey,CustomerSegment,City,Region,State,Country,ShipmentMode,OrderDate,ShipDate,ProductName,Manafacturer,ProductSubcategory,ProductCategory,Profit,Qty,Sale
-270,Cynthia Voltz,80,US-2017-144057,Corporate,Austin,Central,Texas,United States,Standard Class,2017-05-09,2017-05-13,Euro Pro Shark Stick Mini Vacuum,Euro Pro,Appliances,Office Supplies,-132,4,49
8,Karen Seio,20,CA-2018-155824,Corporate,Raleigh,South,North Carolina,United States,Standard Class,2018-03-10,2018-03-15,Euro Pro Shark Stick Mini Vacuum,Euro Pro,Appliances,Office Supplies,4,1,49
26,Mitch Webber,0,CA-2015-125997,Consumer,New York City,East,New York,United States,First Class,2015-09-20,2015-09-23,Euro-Pro Shark Turbo Vacuum,Euro Pro,Appliances,Office Supplies,8,1,31
8,Justin MacKendrick,20,CA-2017-158547,Consumer,Hamilton,East,Ohio,United States,Standard Class,2017-05-30,2017-06-04,Euro-Pro Shark Turbo Vacuum,Euro Pro,Appliances,Office Supplies,9,5,124
26,Rob Dowd,0,CA-2015-164315,Consumer,Athens,South,Georgia,United States,Standard Class,2015-04-02,2015-04-08,Euro-Pro Shark Turbo Vacuum,Euro Pro,Appliances,Office Supplies,40,5,155
18,Victoria Brennan,10,CA-2017-162313,Corporate,Lincoln Park,Central,Michigan,United States,First Class,2017-11-27,2017-11-30,Euro-Pro Shark Turbo Vacuum,Euro Pro,Appliances,Office Supplies,30,6,167
26,Dean Katz,0,CA-2017-127138,Corporate,San Francisco,West,California,United States,Second Class,2017-03-12,2017-03-15,Euro-Pro Shark Turbo Vacuum,Euro Pro,Appliances,Office Supplies,40,5,155
26,Edward Hooks,0,US-2016-147242,Corporate,Revere,East,Massachusetts,United States,Standard Class,2016-09-10,2016-09-14,Euro-Pro Shark Turbo Vacuum,Euro Pro,Appliances,Office Supplies,16,2,62
34,Carlos Daly,0,CA-2017-122017,Consumer,Wichita,Central,Kansas,United States,Standard Class,2017-12-29,2018-01-02,"Executive Impressions 10"" Spectator Wall Clock",Executive Impressions,Furnishings,Furniture,24,6,71
34,Bruce Geld,0,CA-2017-165995,Consumer,Los Angeles,West,California,United States,Standard Class,2017-08-30,2017-09-06,"Executive Impressions 10"" Spectator Wall Clock",Executive Impressions,Furnishings,Furniture,16,4,47
34,Theresa Swint,0,CA-2017-120005,Corporate,San Francisco,West,California,United States,Same Day,2017-03-03,2017-03-03,"Executive Impressions 10"" Spectator Wall Clock",Executive Impressions,Furnishings,Furniture,12,3,35
34,Anthony Johnson,0,CA-2015-110786,Corporate,San Francisco,West,California,United States,Standard Class,2015-12-29,2016-01-02,"Executive Impressions 10"" Spectator Wall Clock",Executive Impressions,Furnishings,Furniture,24,6,71
34,Tracy Collins,0,US-2016-142020,Home Office,New York City,East,New York,United States,Second Class,2016-06-04,2016-06-08,"Executive Impressions 10"" Spectator Wall Clock",Executive Impressions,Furnishings,Furniture,12,3,35
23,Jill Fjeld,20,CA-2018-167941,Consumer,Fayetteville,South,North Carolina,United States,Second Class,2018-11-06,2018-11-09,"Executive Impressions 12"" Wall Clock",Executive Impressions,Furnishings,Furniture,6,2,28
-55,Sanjit Engle,60,US-2017-115455,Consumer,Wheeling,Central,Illinois,United States,Standard Class,2017-09-08,2017-09-14,"Executive Impressions 12"" Wall Clock",Executive Impressions,Furnishings,Furniture,-8,2,14
38,MaryBeth Skach,0,CA-2015-149244,Consumer,San Diego,West,California,United States,Standard Class,2015-11-04,2015-11-08,"Executive Impressions 12"" Wall Clock",Executive Impressions,Furnishings,Furniture,13,2,35
38,Bradley Nguyen,0,CA-2015-103940,Consumer,Seattle,West,Washington,United States,Standard Class,2015-09-17,2015-09-21,"Executive Impressions 12"" Wall Clock",Executive Impressions,Furnishings,Furniture,13,2,35
-55,Elizabeth Moffitt,60,CA-2017-136595,Corporate,Houston,Central,Texas,United States,First Class,2017-09-05,2017-09-07,"Executive Impressions 12"" Wall Clock",Executive Impressions,Furnishings,Furniture,-12,3,21
23,Cynthia Voltz,20,CA-2018-151484,Corporate,Philadelphia,East,Pennsylvania,United States,First Class,2018-04-20,2018-04-23,"Executive Impressions 12"" Wall Clock",Executive Impressions,Furnishings,Furniture,10,3,42
38,Mick Crebagga,0,CA-2018-126242,Consumer,Los Angeles,West,California,United States,Standard Class,2018-11-19,2018-11-24,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Executive Impressions,Furnishings,Furniture,7,1,19
38,Thomas Seio,0,CA-2015-160262,Corporate,North Las Vegas,West,Nevada,United States,Second Class,2015-06-09,2015-06-13,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Executive Impressions,Furnishings,Furniture,14,2,37
35,Lycoris Saunders,0,US-2016-111927,Consumer,Dover,East,Delaware,United States,Standard Class,2016-11-14,2016-11-19,"Executive Impressions 13"" Chairman Wall Clock",Executive Impressions,Furnishings,Furniture,27,3,76
19,Ted Trevino,20,CA-2018-108035,Consumer,Chattanooga,South,Tennessee,United States,Standard Class,2018-11-29,2018-12-03,"Executive Impressions 13"" Chairman Wall Clock",Executive Impressions,Furnishings,Furniture,19,5,102
35,Nicole Fjeld,0,CA-2015-169460,Home Office,San Jose,West,California,United States,Second Class,2015-04-19,2015-04-21,"Executive Impressions 13"" Chairman Wall Clock",Executive Impressions,Furnishings,Furniture,27,3,76
41,Tom Boeckenhauer,0,CA-2015-131002,Consumer,Tulsa,Central,Oklahoma,United States,Second Class,2015-09-07,2015-09-12,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Furnishings,Furniture,24,3,58
-48,Joy Smith,60,CA-2018-163265,Consumer,Decatur,Central,Illinois,United States,Standard Class,2018-02-16,2018-02-21,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Furnishings,Furniture,-4,1,8
-48,Neoma Murray,60,CA-2017-158806,Consumer,Amarillo,Central,Texas,United States,Standard Class,2017-01-07,2017-01-11,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Furnishings,Furniture,-11,3,23
26,Dan Lawera,20,CA-2015-143182,Consumer,Hialeah,South,Florida,United States,Standard Class,2015-10-15,2015-10-20,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Furnishings,Furniture,4,1,15
26,Barry Weirich,20,CA-2016-119634,Consumer,Raleigh,South,North Carolina,United States,Standard Class,2016-08-11,2016-08-16,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Furnishings,Furniture,12,3,46
41,Bill Shonely,0,CA-2017-149965,Corporate,Oklahoma City,Central,Oklahoma,United States,Standard Class,2017-06-20,2017-06-25,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Furnishings,Furniture,24,3,58
41,Julie Prescott,0,CA-2017-146171,Home Office,Columbus,South,Georgia,United States,Standard Class,2017-03-11,2017-03-15,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Furnishings,Furniture,32,4,77
26,Sean Miller,20,CA-2015-145317,Home Office,Jacksonville,South,Florida,United States,Standard Class,2015-03-18,2015-03-23,"Executive Impressions 13"" Clairmont Wall Clock",Executive Impressions,Furnishings,Furniture,8,2,31
44,Eva Jacobs,0,CA-2017-142594,Consumer,Franklin,East,Massachusetts,United States,Second Class,2017-12-01,2017-12-06,"Executive Impressions 14""",Executive Impressions,Furnishings,Furniture,49,5,111
44,Ralph Arnett,0,CA-2018-131695,Consumer,New York City,East,New York,United States,Standard Class,2018-06-30,2018-07-06,"Executive Impressions 14""",Executive Impressions,Furnishings,Furniture,10,1,22
44,Michael Chen,0,CA-2017-146143,Consumer,Jackson,South,Mississippi,United States,Standard Class,2017-12-14,2017-12-19,"Executive Impressions 14""",Executive Impressions,Furnishings,Furniture,59,6,133
44,Harold Pawlan,0,CA-2015-122217,Home Office,Virginia Beach,South,Virginia,United States,Standard Class,2015-11-24,2015-11-29,"Executive Impressions 14""",Executive Impressions,Furnishings,Furniture,49,5,111
33,Helen Wasserman,0,CA-2018-105809,Corporate,San Diego,West,California,United States,First Class,2018-02-20,2018-02-23,"Executive Impressions 14"" Contract Wall Clock",Executive Impressions,Furnishings,Furniture,7,1,22
33,Greg Tran,0,CA-2017-123274,Consumer,New York City,East,New York,United States,Standard Class,2017-02-19,2017-02-24,"Executive Impressions 14"" Contract Wall Clock",Executive Impressions,Furnishings,Furniture,15,2,44
16,Michelle Huthwaite,20,CA-2018-115448,Consumer,Knoxville,South,Tennessee,United States,First Class,2018-11-11,2018-11-14,"Executive Impressions 14"" Contract Wall Clock",Executive Impressions,Furnishings,Furniture,14,5,89
33,Sanjit Chand,0,CA-2016-123568,Consumer,West Jordan,West,Utah,United States,Standard Class,2016-11-08,2016-11-14,"Executive Impressions 14"" Contract Wall Clock",Executive Impressions,Furnishings,Furniture,22,3,67
16,Kelly Lampkin,20,US-2017-153815,Corporate,Jacksonville,South,Florida,United States,First Class,2017-11-06,2017-11-09,"Executive Impressions 14"" Contract Wall Clock",Executive Impressions,Furnishings,Furniture,6,2,36
33,Matt Hagelstein,0,CA-2016-156440,Corporate,San Diego,West,California,United States,Standard Class,2016-12-05,2016-12-09,"Executive Impressions 14"" Contract Wall Clock",Executive Impressions,Furnishings,Furniture,15,2,44
33,Chad Cunningham,0,CA-2015-136399,Home Office,Los Angeles,West,California,United States,First Class,2015-12-16,2015-12-17,"Executive Impressions 14"" Contract Wall Clock",Executive Impressions,Furnishings,Furniture,15,2,44
-40,Michael Chen,60,CA-2017-116337,Consumer,Dallas,Central,Texas,United States,Standard Class,2017-11-07,2017-11-12,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Executive Impressions,Furnishings,Furniture,-18,5,44
30,Sung Pak,20,CA-2016-103870,Corporate,Murfreesboro,South,Tennessee,United States,Standard Class,2016-12-27,2016-12-31,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Executive Impressions,Furnishings,Furniture,16,3,53
26,Joni Blumstein,20,CA-2016-169397,Consumer,Dublin,East,Ohio,United States,First Class,2016-12-24,2016-12-27,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Executive Impressions,Furnishings,Furniture,19,4,73
26,John Huston,20,CA-2016-102778,Consumer,Monroe,South,North Carolina,United States,First Class,2016-11-21,2016-11-24,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Executive Impressions,Furnishings,Furniture,5,1,18
26,Patrick Ryan,20,CA-2016-125563,Consumer,Tampa,South,Florida,United States,Standard Class,2016-04-11,2016-04-17,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Executive Impressions,Furnishings,Furniture,14,3,55
26,Darren Koutras,20,CA-2018-140627,Consumer,Hendersonville,South,Tennessee,United States,Standard Class,2018-12-23,2018-12-27,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Executive Impressions,Furnishings,Furniture,19,4,73
41,Mark Cousins,0,CA-2016-161711,Corporate,New York City,East,New York,United States,Standard Class,2016-11-28,2016-12-03,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Executive Impressions,Furnishings,Furniture,28,3,68
41,Dionis Lloyd,0,CA-2018-142643,Corporate,Thousand Oaks,West,California,United States,Standard Class,2018-10-15,2018-10-20,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Executive Impressions,Furnishings,Furniture,9,1,23
-40,Beth Paige,60,CA-2017-150483,Consumer,Decatur,Central,Illinois,United States,Standard Class,2017-05-31,2017-06-04,"Executive Impressions 16-1/2"" Circular Wall Clock",Executive Impressions,Furnishings,Furniture,-13,3,32
44,Paul Van Hugh,0,US-2018-133081,Home Office,Cambridge,East,Massachusetts,United States,Standard Class,2018-03-11,2018-03-15,"Executive Impressions 16-1/2"" Circular Wall Clock",Executive Impressions,Furnishings,Furniture,12,1,27
34,Gene McClure,0,CA-2017-137393,Consumer,Bakersfield,West,California,United States,Standard Class,2017-05-06,2017-05-10,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Executive Impressions,Furnishings,Furniture,14,4,42
18,Noah Childs,20,US-2017-100839,Corporate,Aurora,West,Colorado,United States,Standard Class,2017-10-13,2017-10-17,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Executive Impressions,Furnishings,Furniture,4,3,25
32,Lynn Smith,0,CA-2018-135307,Consumer,Gladstone,Central,Missouri,United States,First Class,2018-11-26,2018-11-27,Executive Impressions Supervisor Wall Clock,Executive Impressions,Furnishings,Furniture,40,3,126
15,Patrick Ryan,20,CA-2016-125563,Consumer,Tampa,South,Florida,United States,Standard Class,2016-04-11,2016-04-17,Executive Impressions Supervisor Wall Clock,Executive Impressions,Furnishings,Furniture,10,2,67
32,Maribeth Yedwab,0,CA-2018-132234,Corporate,New York City,East,New York,United States,First Class,2018-10-16,2018-10-18,Executive Impressions Supervisor Wall Clock,Executive Impressions,Furnishings,Furniture,175,13,547
32,Pauline Webber,0,CA-2018-116988,Corporate,Seattle,West,Washington,United States,Second Class,2018-06-27,2018-06-29,Executive Impressions Supervisor Wall Clock,Executive Impressions,Furnishings,Furniture,40,3,126
41,Shahid Hopkins,0,CA-2018-126774,Consumer,Arlington,South,Virginia,United States,First Class,2018-04-15,2018-04-17,Faber Castell Col-Erase Pencils,Other,Art,Office Supplies,2,1,5
26,Ivan Liston,20,CA-2017-169971,Consumer,Houston,Central,Texas,United States,Standard Class,2017-09-04,2017-09-09,Faber Castell Col-Erase Pencils,Other,Art,Office Supplies,1,1,4
41,Erin Ashbrook,0,CA-2018-154501,Corporate,Los Angeles,West,California,United States,Standard Class,2018-04-30,2018-05-05,Faber Castell Col-Erase Pencils,Other,Art,Office Supplies,4,2,10
26,Deanra Eno,20,CA-2015-123253,Home Office,Lakewood,East,Ohio,United States,Second Class,2015-08-22,2015-08-25,Faber Castell Col-Erase Pencils,Other,Art,Office Supplies,1,1,4
41,Eugene Hildebrand,0,CA-2016-134201,Home Office,Rochester,East,New York,United States,Standard Class,2016-04-10,2016-04-16,Faber Castell Col-Erase Pencils,Other,Art,Office Supplies,6,3,15
49,Eva Jacobs,0,CA-2018-133641,Consumer,Gulfport,South,Mississippi,United States,Standard Class,2018-05-14,2018-05-21,Fashion Color Clasp Envelopes,Other,Envelopes,Office Supplies,24,9,49
36,Stefania Perrino,20,CA-2015-104738,Corporate,Laredo,Central,Texas,United States,Second Class,2015-12-30,2016-01-01,Fashion Color Clasp Envelopes,Other,Envelopes,Office Supplies,5,3,13
49,Ruben Ausman,0,CA-2015-129091,Corporate,Columbus,South,Georgia,United States,Standard Class,2015-11-22,2015-11-27,Fashion Color Clasp Envelopes,Other,Envelopes,Office Supplies,8,3,16
11,Brad Norvell,20,CA-2015-138527,Corporate,Cary,South,North Carolina,United States,Standard Class,2015-09-12,2015-09-17,Fellowes 8 Outlet Superior Workstation Surge Protector,Fellowes,Appliances,Office Supplies,19,5,167
29,Joni Blumstein,0,CA-2015-150203,Consumer,Los Angeles,West,California,United States,First Class,2015-12-05,2015-12-07,Fellowes 8 Outlet Superior Workstation Surge Protector,Fellowes,Appliances,Office Supplies,73,6,250
29,William Brown,0,CA-2017-165330,Consumer,Anaheim,West,California,United States,Same Day,2017-12-11,2017-12-11,Fellowes 8 Outlet Superior Workstation Surge Protector,Fellowes,Appliances,Office Supplies,24,2,83
11,William Brown,20,US-2016-156496,Consumer,Redmond,West,Oregon,United States,Standard Class,2016-08-10,2016-08-16,Fellowes 8 Outlet Superior Workstation Surge Protector,Fellowes,Appliances,Office Supplies,15,4,133
29,Michael Dominguez,0,CA-2018-100055,Corporate,Laurel,East,Maryland,United States,Standard Class,2018-05-28,2018-06-01,Fellowes 8 Outlet Superior Workstation Surge Protector,Fellowes,Appliances,Office Supplies,36,3,125
26,Rachel Payne,0,CA-2016-148250,Corporate,Riverside,West,California,United States,Standard Class,2016-12-13,2016-12-17,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,35,4,134
8,Patrick O'Brill,20,CA-2018-129021,Consumer,Tallahassee,South,Florida,United States,Second Class,2018-08-23,2018-08-26,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,12,6,161
26,Cindy Stewart,0,US-2018-115609,Consumer,Los Angeles,West,California,United States,Standard Class,2018-11-02,2018-11-07,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,44,5,168
-270,Scott Cohen,80,CA-2018-144680,Corporate,Arlington,Central,Texas,United States,First Class,2018-03-31,2018-04-02,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,-91,5,34
26,Karen Bern,0,CA-2018-162015,Corporate,Los Angeles,West,California,United States,Standard Class,2018-07-11,2018-07-18,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,Fellowes,Appliances,Office Supplies,44,5,168
9,Jay Kimmel,20,CA-2016-127453,Consumer,Philadelphia,East,Pennsylvania,United States,First Class,2016-12-19,2016-12-20,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Fellowes,Appliances,Office Supplies,8,4,89
9,Natalie Webber,20,CA-2015-138317,Consumer,Philadelphia,East,Pennsylvania,United States,Standard Class,2015-06-21,2015-06-25,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Fellowes,Appliances,Office Supplies,4,2,44
27,Skye Norling,0,CA-2016-125934,Home Office,Paterson,East,New Jersey,United States,Standard Class,2016-09-11,2016-09-18,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,Fellowes,Appliances,Office Supplies,30,4,111
28,Alex Avila,0,CA-2015-128055,Consumer,San Francisco,West,California,United States,Standard Class,2015-03-31,2015-04-05,Fellowes Advanced Computer Series Surge Protectors,Fellowes,Appliances,Office Supplies,15,2,53
28,Alice McCarthy,0,CA-2018-109701,Corporate,Los Angeles,West,California,United States,Same Day,2018-12-02,2018-12-03,Fellowes Advanced Computer Series Surge Protectors,Fellowes,Appliances,Office Supplies,22,3,79
28,Ricardo Sperren,0,US-2015-117968,Corporate,Meriden,East,Connecticut,United States,Second Class,2015-08-05,2015-08-07,Fellowes Advanced Computer Series Surge Protectors,Fellowes,Appliances,Office Supplies,22,3,79
28,Brenda Bowman,0,CA-2017-155166,Corporate,Vineland,East,New Jersey,United States,Standard Class,2017-12-26,2018-01-02,Fellowes Advanced Computer Series Surge Protectors,Fellowes,Appliances,Office Supplies,7,1,26
10,Sample Company A,20,CA-2017-123533,Home Office,Hialeah,South,Florida,United States,Standard Class,2017-11-24,2017-11-30,Fellowes Advanced Computer Series Surge Protectors,Fellowes,Appliances,Office Supplies,4,2,42
28,Nancy Lomonaco,0,US-2016-139759,Home Office,Los Angeles,West,California,United States,Standard Class,2016-08-25,2016-08-30,Fellowes Advanced Computer Series Surge Protectors,Fellowes,Appliances,Office Supplies,30,4,106
6,Raymond Buch,0,CA-2017-166674,Consumer,Auburn,East,New York,United States,Second Class,2017-04-01,2017-04-03,Fellowes Bankers Box Recycled Super Stor/Drawer,Fellowes,Storage,Office Supplies,10,3,162
